,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
Label,BtCv_1,BtCv_1,BtCv_1,BtCv_2,BtCv_2,BtCv_2,BtCv_3,BtCv_3,BtCv_3,BtCv_4,BtCv_4,BtCv_4,BtCv_5,BtCv_5,BtCv_5,BtCv_6,BtCv_6,BtCv_6,BtPs_1,BtPs_1,BtPs_1,BtPs_2,BtPs_2,BtPs_2,BtPs_3,BtPs_3,BtPs_3,BtPs_4,BtPs_4,BtPs_4,BtPs_5,BtPs_5,BtPs_5,BtPs_6,BtPs_6,BtPs_6,CvPs_1,CvPs_1,CvPs_1,CvPs_2,CvPs_2,CvPs_2,CvPs_3,CvPs_3,CvPs_3,CvPs_4,CvPs_4,CvPs_4,CvPs_4,CvPs_5,CvPs_5,CvPs_5,CvPs_6,CvPs_6,CvPs_6,Full_1,Full_1,Full_1,Full_1,Full_2,Full_2,Full_2,Full_3,Full_3,Full_3,Full_4,Full_4,Full_4,Full_5,Full_5,Full_5,Full_6,Full_6,Full_6
4.411229551/481.8687089,2.5689243,2.2895268,1.6970002,1.8887087,2.114415,1.8774331,2.0539921,2.422399,2.1321682,2.0744325,2.9446816,2.1503202,2.5272458,2.7617707,2.283014,2.6368471,2.7093384,2.512022,2.5076727,2.1283083,1.7926672,2.9186398,2.4461803,2.0787566,3.2630804,2.9206599,2.2194945,3.1388249,2.6665274,2.2120313,3.6790246,3.0543607,2.1925252,4.0023993,1.6829917,2.6717744,0.2209031,0.2266585,0.2226503,0.2169716,0.2171975,0.3722189,0.2174571,0.2194698,0.4152612,0.1863477,0.2160299,3.2645582,0.2154672,0.224221,0.2492113,0.2142881,0.2279053,0.2356605,0.2133897,2.428564,1.9329112,1.7256694,1.5944776,1.9972591,1.9691059,2.2080962,2.1639378,1.405664,2.2327281,2.0045682,2.0536541,2.2139634,1.7942152,1.9457485,2.173802,1.9637785,2.2758823,2.5244644
5.078762632/598.1810565,3.8137357,2.4392112,2.792366,4.7426152,3.5936249,3.6573618,5.9563028,4.7025158,4.340799,7.0552553,5.7071386,4.8161195,8.6814516,5.9325143,5.3910979,9.4046848,6.0218198,5.63146,3.6013329,2.8268673,2.2842247,4.7558706,3.0450572,2.9185065,5.2497234,3.6318346,3.5058495,6.4391213,4.3812514,4.0013892,6.315204,5.1540585,4.3836205,6.872531,3.5227807,4.5630999,0.5182107,0.5317122,1.0784925,1.2537763,0.5095179,1.5005297,0.5101269,0.5148484,1.165857,0.4371481,0.5067787,4.9251092,0.8643223,0.5259941,0.5846181,0.945306,0.534637,0.5528298,0.5005852,3.5095663,3.1289896,2.0869547,2.0541046,3.8479372,2.9443953,3.3794181,3.7165942,2.7160459,3.7527333,3.8721869,2.9262394,3.8983833,4.6646189,2.9318917,3.8867022,4.0173295,3.1390618,4.3062576
2.367926571/446.0828529,2.3207519,2.371171,1.7384679,3.0165064,2.8483344,2.2303007,3.3930357,3.178442,2.7203011,3.4235033,3.49207,3.0252177,4.1497737,3.4549269,2.8355744,4.4717585,3.6770941,3.3332668,2.3315188,2.4564228,1.9360847,3.1769622,2.8629965,2.3261244,3.5127333,3.2234209,2.2178101,3.429811,3.0822339,3.0275756,3.9453307,3.3435601,2.9429299,3.7863981,2.4072337,3.3084772,0.211714,0.21723,0.5858593,0.3555828,0.2081626,1.0701249,0.2084113,0.2103403,1.0410455,0.178596,0.2070435,4.0870978,0.4269975,0.388137,0.2388446,0.2053742,0.2184249,0.2258575,0.2045131,2.3100004,2.0833733,2.046499,1.4715814,2.6032048,2.6299005,2.5535473,2.8405789,2.5603443,2.4735179,2.6370694,2.7798473,2.732063,3.4272498,2.8004299,2.8832685,3.5363215,3.4341475,3.2012114
4.695778547/692.1075135,3.9882476,2.8060267,2.5069498,4.3175238,2.6782345,2.8959526,4.4029821,3.3894459,3.4882962,4.8854285,3.9376078,3.796116,5.6047278,4.299905,3.4401691,5.8437696,4.5226042,3.9929857,3.8610261,2.6856661,2.3979676,4.6123874,3.2030742,2.9489522,4.9372411,3.6880877,2.9610317,5.9986752,4.8313179,4.1128713,6.4789974,5.1264146,4.090689,5.9374194,4.2817915,4.1783878,0.4686485,0.4808587,0.8077162,1.4246834,0.4607871,1.5814419,0.4613378,0.4656077,1.7765407,0.3953388,0.4583099,3.9293887,1.0316042,0.4756875,0.5287047,1.3403072,0.4835037,0.4999566,0.4527087,3.8753016,3.9172199,2.8458971,1.8806347,4.30268,4.2278255,3.3323892,4.5932615,3.9195814,3.683259,4.6490115,4.751182,4.0820285,5.9368073,4.828817,4.215395,5.1306685,4.4852022,4.5131512
3.376923765/910.9376493,2.2941564,2.9802379,2.5888727,3.4816068,2.9130226,3.305152,4.3182868,3.4122927,4.5880352,4.2920649,4.302033,5.3486291,5.5361285,4.7703217,6.5809212,6.6658968,5.5158068,7.8330991,2.3043176,2.9754702,2.5691707,3.9483068,3.5882343,3.7273742,4.917819,4.5514237,4.4166433,4.5786564,4.4256658,5.4058158,4.8591261,5.2984975,6.5558384,5.8707432,2.9111656,7.7307443,0.3041813,0.3121065,0.7597804,0.5108857,0.2990788,1.1800991,0.2994363,0.3022077,1.2398749,0.2565989,0.2974709,5.1150814,0.7700994,0.3087501,0.3431614,1.2273312,0.3138233,0.3245022,0.2938354,2.6289658,2.3246956,2.3256935,2.3759492,3.5463012,3.6897975,4.5203515,5.0798554,5.0372773,5.9526878,6.323797,6.4076366,6.8938908,7.145401,5.9967655,8.2478393,9.0639488,8.278296,9.0819781
5.361659443/247.0759792,2.9251462,2.4369782,2.1445567,2.4106431,2.9220453,2.0036452,2.4749806,3.1290625,2.2781666,2.4826271,3.2570676,2.310493,2.931041,3.3263657,2.3885949,3.0071225,3.3197706,2.6032228,2.5153663,2.7552367,2.2539027,3.4632115,3.4736675,3.1077404,3.8005598,3.5731136,2.8773234,3.9681447,3.7184507,2.9530056,3.9774482,3.7486979,3.155096,4.6332514,2.2964108,3.4122402,0.2548485,0.2614884,0.6323756,0.250313,0.2505736,0.6401159,0.2508731,0.253195,0.4517456,0.2149831,0.4261713,3.6877287,0.2485773,0.2586763,0.2875068,0.2472171,0.2629268,0.2718737,0.2461806,3.2780692,2.0964483,1.7218349,1.6846651,2.4718183,2.0856205,2.2120827,2.258125,1.8606024,2.2751271,2.2056435,2.0778565,2.1435064,2.4896339,1.5760491,2.2260612,2.4332154,2.1715488,2.4742218
5.077487199/562.2043503,3.6025983,2.5749852,2.8564706,4.6821969,3.7676287,3.8170507,6.1679507,4.9319896,4.4871496,7.0383617,5.9400247,5.1090432,8.7193207,6.3357999,5.6987031,9.3484948,6.3868575,5.8269421,3.456194,3.0949162,2.2921733,4.323492,3.1208057,3.0579526,5.1087407,3.7856746,3.5896305,6.00319,4.6386887,4.1467467,6.2651092,5.2449054,4.5128206,6.8506527,3.6504857,4.8463146,0.4961516,0.5090784,1.0671735,1.0457391,0.4878289,1.5346954,0.488412,0.4929325,1.6656481,0.4185397,0.4852063,5.356336,0.8275301,0.5036037,0.5597323,1.0445829,0.5118787,0.5292971,0.4792764,3.2004495,2.8637878,2.1385766,2.1430803,3.4180867,2.8520693,3.488795,3.574711,2.8678531,3.8599434,3.5518624,3.2019981,4.0105021,4.3103251,2.918644,4.1001955,3.8281837,3.3134907,4.4531671
5.598046102/323.1859206,3.041088,3.9528562,3.2472439,7.2773998,6.3773396,5.3250574,8.2689555,7.635979,7.0173192,8.2406027,8.6126095,7.3102499,9.7473127,8.9280259,7.6227748,9.8417335,9.0487531,7.7326196,3.0604027,3.099593,3.634118,7.1311969,8.1459741,7.9455223,9.3594267,9.6620052,8.5131931,8.6738139,10.4365503,10.143593,9.5115925,11.0673864,10.5241516,10.3816938,6.190465,10.9964552,0.6168926,0.6569731,1.0915998,1.5768625,0.6393285,2.559637,0.7234957,0.6729293,2.7068404,0.6460567,0.8321109,6.1561079,1.5706268,0.5225566,0.9321911,1.6973117,0.6023648,0.8290547,0.6244261,4.8984531,3.3707249,3.7489894,3.1746702,7.8965319,6.9890789,7.9633216,10.6752445,7.4471578,8.3417715,10.9997382,9.1743456,8.2162561,11.1091196,8.4426783,8.9541736,13.7608571,9.8219689,9.1675848
3.374813207/892.4479768,2.3183009,2.8616184,2.6310161,3.6667014,1.9737944,3.5857427,4.3232885,3.1999914,4.5479946,4.5797698,3.8885552,5.4506957,5.7506717,4.2321718,6.5871951,7.147348,4.8574478,8.1111784,2.3814964,2.8471297,2.72053,4.3303462,3.4518141,3.8900539,5.263219,4.120972,4.8223655,5.171818,4.7188801,5.917475,5.6897946,5.5242658,7.1375933,6.2475152,3.5123218,8.2862435,0.1722257,0.1767129,0.8538938,0.565811,0.1693367,1.1550283,0.4284304,0.1711083,1.6620002,0.1452848,0.1684264,4.5108489,0.8591888,0.1748125,0.1942961,1.1543184,0.177685,0.1837313,0.1663679,3.5020448,2.7226006,2.6099991,1.9336923,4.2230621,4.0688492,4.7935401,5.8425221,5.3505205,6.3379186,7.1043345,7.1767209,7.5667598,8.7167224,6.99653,8.8758995,10.1381916,8.227487,10.3442293
2.778862772/369.0606867,2.7455311,2.6696829,2.1897416,4.386264,3.7852952,3.7980359,5.2536983,4.8042275,4.4828919,5.6847585,5.5976585,4.8984216,7.0249979,6.1773899,5.2370557,7.5942163,6.5003684,5.5072655,2.6497211,2.3132627,2.2987262,4.1448045,4.04354,4.092781,5.2236035,5.091609,4.7941561,5.6242189,5.4436741,5.4400846,6.437099,6.2094588,5.7255384,6.5901506,4.0355651,5.9064854,0.1933881,0.1984266,0.7335042,0.7200009,0.1901441,1.6127802,0.1903713,0.1921333,1.631637,0.3320697,0.1891218,4.4353176,1.077256,0.1962927,0.2181703,0.9789593,0.1995181,0.2063074,0.6590489,3.1338333,2.7092812,2.336079,2.1758713,4.4762758,4.1076294,4.7724603,5.4583327,4.2686754,5.1608105,5.2362741,5.0235298,5.3804833,6.1493819,4.4660977,5.4289695,6.3491762,5.2262766,5.8195446
5.810936619/452.0011365,2.1051525,2.7608619,2.5203305,5.1599203,3.9685169,4.5106447,5.6988617,4.9067011,5.036348,5.8203625,5.1960345,5.3021543,6.3548451,5.3848464,5.9389471,6.3893224,5.4230503,5.936826,2.4459908,2.2619334,2.6190397,4.6026095,5.401495,5.6710692,5.5856054,6.1808965,6.9204787,4.8841391,7.1084054,6.9059056,7.250706,6.5996735,7.0792697,6.7488286,4.8905433,7.7067662,0.3821224,0.2292887,0.6478206,1.3124833,0.219718,1.7852664,0.2199806,0.2220166,1.8379916,0.1885101,0.2185368,3.951389,0.8375685,0.2268229,0.2521032,0.9680649,0.23055,0.2383952,0.2158659,3.3039683,2.2762246,2.603622,2.8776321,5.0125186,4.3633272,5.9684109,5.9786074,5.128801,6.3032464,6.7662483,6.0059495,6.3480925,5.5006016,5.5290576,6.8850965,7.6167469,6.1777552,6.668819
2.170866387/383.2406457,2.085236,2.1957693,2.0026899,2.8987609,2.7258452,2.9088389,3.3826488,3.3111567,3.5021786,3.4030008,3.7877378,3.873881,4.1507778,4.0406741,4.2546805,4.5206299,4.1788521,4.5450862,2.1496576,2.1117627,2.1234923,3.5122719,3.2973827,3.3163519,4.3135787,4.0870982,3.827214,4.2832868,4.265457,4.4479406,4.8863302,4.898162,4.7603757,5.4458448,2.8517619,5.249031,0.5022782,0.3709954,0.6669917,0.7930039,0.6655136,1.3775311,0.7991599,0.7028938,1.428739,0.9491733,0.9886005,4.4381511,0.9735476,0.6253462,0.7302315,1.3242832,1.0566494,0.607983,1.1067572,2.2270434,1.8630268,2.421936,2.0025189,2.9199941,3.0571746,3.2615692,3.5455046,3.1409317,3.7016948,3.5266157,3.6550509,3.8576864,3.9848539,3.3255298,3.9068441,4.2536704,4.1108882,4.1497931
4.295104447/304.1105546,2.5533073,2.9449275,2.8800544,4.0262492,3.7363727,3.7875276,4.59383,4.397101,4.4892291,4.4552523,4.8612434,4.6224809,5.0159724,5.158583,4.8351138,4.9431373,5.2249826,4.8218554,2.5828048,2.9673475,2.712708,3.5400353,3.7732138,3.9570654,4.2618517,4.2926098,4.1091583,3.9890328,4.4998771,4.5957165,4.6787994,4.5684097,4.6373727,4.5517966,2.7270681,4.6917151,0.5325544,0.5464296,1.202244,0.8944482,0.523621,1.790453,0.5242469,0.529099,1.8752602,0.4492481,0.520806,4.2820908,1.200517,0.5405533,0.6008,1.2110011,0.5494354,0.5681318,0.514441,3.1117104,2.4836007,2.7695559,2.5382904,3.8513213,3.8725192,4.3229243,4.3295892,4.3075665,4.7553236,4.3229879,5.0736719,4.7129893,4.5272201,4.210444,4.856371,4.7754111,4.9506105,4.6838472
3.103976218/166.0870622,2.3155299,1.5323072,2.7253712,2.560324,2.2068549,3.3599151,3.3311846,2.2514843,3.6479578,3.1033943,2.3088004,3.5328553,3.8866764,2.8183726,3.7263017,4.1982217,2.6863351,3.8994434,2.6311164,1.7240582,2.7282216,3.5804319,2.4262049,3.1625572,3.3807144,1.4261102,2.6937505,3.1640463,1.7193282,2.8438042,2.8228731,2.273639,2.8400139,3.6114429,2.2399401,2.4359596,0.1954343,0.2005261,1.0161172,0.1919561,0.192156,1.4387331,0.1923856,0.1941663,1.3497955,0.1648629,0.1911229,3.455623,0.5843911,0.3392074,0.2204787,0.6836482,1.0714186,0.2084903,0.9273231,3.7782191,1.3843238,3.230823,2.0873892,2.1552996,4.5769986,3.1626953,2.2521676,3.5074168,3.0552242,2.4461054,4.7661553,3.1106243,1.5236426,3.8982646,2.9297379,2.6844348,4.762616,2.8624984
4.294163348/344.0802767,2.742318,2.8848489,2.380366,4.5098209,3.9566869,3.3664399,5.2474313,4.7203549,4.0678813,5.4236612,5.3740538,4.4599346,6.4779541,6.0195525,4.670323,6.754544,6.093887,5.0409949,2.6588868,3.0106244,2.3265386,4.1181099,4.1080694,3.4914089,5.0701583,4.703542,3.8381796,5.0871463,4.9947404,4.6399799,5.3055426,5.3718967,4.6533322,5.5880351,3.0998248,4.7750892,0.4156926,0.2494322,0.7693846,0.950035,0.2390206,1.4914027,0.2393063,0.2415212,1.5113006,0.2050711,0.2377356,4.5112296,0.8968877,0.2467498,0.274251,0.9294381,0.2508043,0.2593387,0.2348302,3.0853238,2.8581302,2.9890433,2.1621828,4.6649849,4.8447363,4.1367077,5.7591903,5.1417323,4.596396,5.7151507,6.0865963,4.9213899,6.5849834,5.5485777,5.2020454,6.9171503,6.2021381,5.2065699
3.773013916/423.09027,2.1018548,1.8125267,1.493492,3.3310713,2.1327669,2.4199666,3.8281466,2.5096963,2.964176,3.5809211,2.4394169,3.4310751,4.4051986,3.6904789,3.5789105,5.0285593,3.5490092,3.9311913,1.5440468,1.3701474,1.253166,3.7997382,2.6815035,1.9102885,4.3747971,2.1652863,2.303667,4.4090958,2.8195722,2.7371711,5.2558162,3.2383314,3.0258317,5.8267053,2.815532,3.9170574,0.2858849,0.2933334,0.2881461,0.280797,0.2810893,0.6877996,0.2814253,0.28403,0.7266666,0.2411646,0.2795782,4.5143425,0.27885,0.2901789,0.3225204,0.2773241,0.2949469,0.3049835,0.2761613,0.9735813,1.523634,0.8669875,0.6790642,2.1029951,1.3957564,2.1488325,2.4253822,1.6389467,2.3544853,2.1572121,1.6614917,2.6069185,3.0146708,1.8775836,3.0977624,3.0075152,2.1828698,3.3573231
4.680906485/339.1806328,3.1465694,3.8770262,3.3725591,4.8434175,4.3320613,4.5569568,5.3049751,5.0511598,4.9700035,5.5959796,5.6025779,5.1171189,7.2482876,5.8960618,5.9457097,7.4165262,5.591658,6.5636902,3.0940142,2.8242575,3.035039,4.0454599,3.8479834,4.0590445,4.8101897,4.408976,4.4597964,5.0033561,4.4913141,4.926679,5.9856974,4.7117414,5.2894633,5.3385734,2.9192833,5.5252629,1.1114017,0.7452818,1.4627771,1.6797892,0.723608,2.0355224,1.178768,0.8696279,1.9824724,0.601401,1.1045933,4.105591,1.2764723,1.0077775,1.0420596,1.1873387,1.0192266,0.7440976,0.6752901,4.2422096,4.1967706,3.5027653,3.6376743,5.7511767,4.99467,4.9229755,5.9739386,5.3388273,5.2632864,6.4163868,5.7589981,5.182353,8.1352855,5.5274454,4.8525214,8.2255076,6.1966606,5.3054865
4.05648024/566.1396538,3.1172226,2.7235645,2.9322534,4.2157322,3.7035609,3.7010367,5.5340084,5.0327897,4.9523383,5.8752187,6.0920797,5.6725431,7.4580242,6.9992022,6.1283779,8.0929737,7.3723132,6.8165337,3.2146265,3.2491214,2.488903,4.617689,3.5902345,3.220053,5.3059836,4.5357026,3.6508528,6.6168806,5.095758,4.2185914,6.2433693,5.9271531,4.5105109,7.0797887,3.4017363,4.6497385,0.56396,0.5786535,1.2701371,0.9471953,0.5544999,1.7985233,0.5551626,0.5603009,2.135706,0.475741,0.5515188,5.9926204,1.4839089,0.5724306,0.6362302,1.711117,0.5818365,0.6016355,0.5447785,3.5470149,3.0693551,2.2018127,2.1566729,3.5293096,3.0505568,3.8417315,3.6487871,3.0329988,4.6889849,3.8008485,3.3663686,5.041166,4.9171976,3.1996013,5.1895938,4.4463654,4.0265069,5.3615331
4.300198443/423.0280218,2.9537651,2.801793,2.4628431,2.7192642,2.6935362,2.6350091,3.0423229,3.0545714,3.0297546,3.0213685,3.4063542,3.1951551,3.8562343,3.5976046,3.4615563,4.0628615,3.6545781,3.8034519,2.9381009,2.6613779,2.464517,3.6799565,2.7647908,2.8517773,4.0182705,3.0494622,2.9091827,4.2422032,3.03124,3.2194646,3.8006966,3.3297881,3.4831396,4.5367339,1.8859337,3.6693013,0.3096047,0.3176712,0.8999741,0.3040946,0.3044112,1.0208635,0.304775,0.3075959,0.9143144,0.2611739,0.3027747,3.3209774,0.3019861,0.3142549,0.3492798,0.3003336,0.3194186,0.3302879,0.2990743,3.1015977,2.740244,2.0961698,2.1431751,2.919745,2.7388303,3.0565871,2.9630355,2.4718912,3.3110602,2.9340228,2.4918245,3.3607974,3.5108905,2.4462351,3.4651505,3.6170288,3.0575857,3.4600256
3.261709619/580.1819752,2.9683797,2.3941604,2.2210692,3.0629924,2.6964992,2.430429,3.8023272,3.3420966,3.1274968,3.9727448,3.6987232,3.8809995,4.9183253,4.3130234,3.5522027,5.2073061,4.7373216,4.8676801,2.9072835,2.7414686,2.0361831,3.4956113,2.9754076,2.4405902,3.9590108,3.3461618,2.8591526,4.029482,3.7335431,3.2302715,4.1729622,4.3239343,3.5670181,4.9853381,2.822446,3.9566805,0.2275302,0.2334583,0.5853704,0.2234808,0.2237135,0.2242052,0.2239809,0.2260539,0.7752889,0.1919382,0.2225108,4.3182085,0.2219312,0.4751834,0.4389297,0.2207168,0.2347425,0.450931,0.4952078,2.8140919,2.2828658,2.1482695,1.8948745,2.7918422,2.2941408,2.6186049,3.4098532,3.0346009,3.1480035,3.5288126,3.4171313,3.4795173,3.4440147,2.8994864,3.8724191,4.1809211,3.7389451,4.1473732
5.368416298/314.1757354,1.6509342,1.9248789,1.6221569,1.938938,2.1994734,2.0328808,2.0933329,2.3373334,2.0195073,2.0810946,2.6497535,1.9756992,2.446036,2.3461207,2.3075428,2.6778514,2.5591175,2.4416555,1.5357117,1.5259821,1.5483798,2.595474,2.1651103,2.1864741,3.0712075,2.1982971,2.2571536,2.9117808,2.3431269,2.1766602,2.955369,2.3413155,2.4482056,2.7049238,1.9303773,2.532617,0.2103012,0.2157804,0.2119646,0.2065585,0.2067735,0.572988,0.2070206,0.2089367,0.531166,0.1774043,0.2056619,2.2978076,0.2051262,0.2134599,0.2372508,0.2040037,0.2169674,0.2243504,0.2031484,1.8036478,1.9135416,1.2231923,1.2946394,2.248954,1.7877243,1.5508274,1.9559208,1.7049517,1.9424052,2.0548139,1.7410259,1.9098706,2.3989766,1.6467319,1.7723652,2.1118756,1.498638,1.602897
3.560535314/365.0483352,2.5863572,3.0082317,1.8837308,2.9508111,3.442758,3.1670537,3.5512351,4.0832747,3.5658789,3.4693875,4.204142,3.9532225,4.4196225,5.3162447,4.0806511,4.9297271,5.8895777,4.8766784,2.5150045,2.6800263,2.3251804,4.0595156,3.1893107,2.8172638,4.7443384,3.4935995,2.9810619,4.2343586,3.7227033,3.4994989,5.0854446,4.1729779,3.5956592,5.2465498,3.1795126,4.0329986,0.2709816,0.2780417,0.467037,0.2661589,0.266436,1.125998,0.2667544,0.2692234,1.0481631,0.2285925,0.2650036,5.6563391,0.2643134,0.2750517,0.3057072,0.5113685,0.2795712,0.2890845,0.2617649,3.0529569,1.9722449,2.577382,1.7475967,2.5442153,4.0982896,3.4342601,3.1333266,3.7542628,3.8370101,3.0386741,4.7673139,4.0869456,3.3106207,4.1382528,4.4316474,3.8614239,5.1107486,5.0574622
2.782202693/433.0542252,2.8455608,2.6381369,2.1487228,4.2301018,3.4440694,3.647144,4.782148,4.2671075,4.1783069,5.3229452,4.836455,4.4874854,5.9751446,5.1419719,4.7924004,6.3670833,5.3603162,4.9800182,2.6904274,2.2476657,2.2876196,4.2839392,3.7218635,3.8234458,4.8861581,4.3691344,4.5668667,5.5793307,5.1343388,5.0310265,6.2934719,5.6810445,5.3366092,5.8314335,4.246357,5.3027467,0.2254331,0.2313066,0.7729061,0.8621262,0.2216516,1.6375656,0.2219165,0.2239705,1.5702991,0.1901691,0.22046,3.8130403,0.8407249,0.2288191,0.2543219,0.6966374,0.2325789,0.2404932,0.4389887,3.3817791,3.0054208,2.4468776,2.189681,4.6632567,4.0160875,4.5455948,5.2592129,4.1096752,4.7927689,5.1169882,4.9855676,4.9572747,6.3247549,4.4122856,5.017063,5.7646564,4.6333997,5.3562502
5.045768268/612.1813748,3.2574468,1.8099155,2.5801135,3.4338372,3.3562105,3.411948,3.9996955,3.0165475,3.9183271,3.8506927,3.2082668,3.9839477,3.8388118,4.4675723,2.8656517,4.5890891,3.8350032,2.0718672,2.3627181,2.2455741,2.5733182,3.5646884,3.7512126,3.5650969,3.9108119,3.7159052,3.776566,4.2159091,3.8525679,3.6426027,4.6194759,4.4735446,5.0697948,4.4949655,2.8604814,4.486891,0.3251015,0.3335717,1.1856998,0.546022,0.3196481,1.3451519,0.3200301,0.3229921,1.7711251,0.2742466,0.3179296,4.2682358,0.6903134,0.3299844,0.3667625,1.1263523,0.3354066,0.3468199,0.3140441,4.1434154,2.898104,2.6741225,3.3949442,3.451005,3.735729,3.4621818,3.6105149,3.0929993,4.4743014,4.1080642,3.9133225,4.3810823,4.8074888,4.0888287,3.9570428,4.8403731,3.926072,4.5629189
2.78886022/405.0375205,2.351854,2.4942955,2.2643149,3.9196514,3.7314465,3.8395026,4.9653194,4.8029596,4.8335225,5.2864187,5.8170741,5.1691982,6.9730987,6.4034573,5.6537801,7.7043625,6.8065772,6.0402319,2.3537821,2.1975156,2.3419495,3.6494308,3.8515475,4.251488,4.7482122,5.1132962,4.8249727,5.0268315,4.8873109,5.6937609,5.4143143,5.861599,6.1023759,6.4362755,3.2144061,6.3275838,0.2042314,0.2095524,0.9498443,0.6527466,0.2008055,1.6609458,0.2010455,0.2029063,1.7209254,0.1722839,0.199726,4.5386294,1.0803882,0.2072989,0.2304032,0.8952874,0.4302204,0.2178751,0.197285,2.6961615,2.1304223,2.0345189,2.1157099,3.7632861,3.5386736,4.9558873,4.9477737,3.8148038,5.4199092,4.7093735,4.2731311,5.5964376,5.472724,3.809847,5.7907884,6.1150328,5.1058435,6.0845246
4.40275876/668.0629479,3.5609763,2.7654329,2.5909395,4.3367442,2.7658841,3.0923487,4.6108471,3.4255039,3.8251739,5.098218,3.9826442,4.2281257,5.6329107,4.4580363,3.9867504,5.8603973,4.5209428,4.5646613,3.5187899,2.7242145,2.7506294,4.6532388,3.4000906,3.2439025,5.3176111,3.8666441,3.4057176,5.5334741,4.969647,4.6104317,6.7756368,5.5666065,4.6262062,5.9639983,4.1430302,4.7844184,0.5123594,0.5257085,0.9053069,1.2816388,0.5037648,1.4908606,0.5043669,0.5090351,1.6065395,0.4322122,0.5010566,4.1634143,0.9800535,0.520055,0.5780171,1.0413094,0.5286003,0.5465877,0.494933,4.0846653,3.572332,2.6721378,1.9889753,4.0604869,4.0722254,3.5923871,4.4773394,3.5238004,4.0023445,4.5729881,4.4780419,4.473148,5.6387354,4.6224099,4.699031,5.2966806,4.3840468,4.9085875
5.044795898/373.1050439,2.6129883,2.3126979,1.5539023,2.8047382,2.518983,2.3513593,3.1240815,3.0400358,2.8128471,3.3816964,3.3583542,3.1912366,4.1638554,3.8145302,3.6949406,4.5713563,3.8990973,4.0803216,2.5569837,2.2657176,1.9926885,3.1313925,2.7049588,2.4009694,3.5184298,3.0875382,2.757796,3.8070175,3.5159592,3.1320914,4.0600136,3.9389072,3.5632081,4.3765199,2.459385,3.8867795,0.2460537,0.2524644,0.6386219,0.4132579,0.2419263,0.716791,0.2422154,0.2444573,0.8875669,0.2075641,0.2406257,3.6677268,0.424759,0.2497494,0.2775849,0.2386856,0.2538532,0.2624914,0.2376849,2.4511343,2.3152171,2.2940308,1.8490478,2.9475904,2.7357994,2.58344,3.3420189,2.8539402,3.0301493,3.6086589,3.4802771,3.406059,4.4438025,3.3685216,3.7606357,4.7358377,4.0827357,4.167651
