,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
3.523951923/313.1618239,2.527403,2.051296,2.296091,1.84205,3.394261,1.697788,2.002806,1.515244,2.342698,2.005235,1.840429,1.741867,1.927497,1.746029,2.166294,1.567132,1.752005,2.158329,1.78878,1.792811,2.146348,1.758803,2.056665,2.192964,1.8872,2.055281,1.727501,1.939907,1.689574,1.916498,1.852264,1.877806,1.558242,2.196603,1.727173,1.832976,1.20405,2.056756,1.820529,1.554457,1.805919,1.303648,1.639075,2.173324,1.936781,1.953619,1.640634,1.852564,1.513858,1.910961,1.675667,1.578975,1.59238,1.909642,1.507477,1.709749,1.53715,1.683474,1.734259,1.434448,1.845494,1.574299,1.86552,1.2477,3.291834,1.927345,2.92283,1.745593,3.936598,1.93525,2.909896,1.731249,1.852144,2.689903,1.737308,1.817625,2.578059,1.638217,1.737517,2.135891,1.408241,1.752502,3.060674,1.434514
6.630469132/330.2423003,0.5460028,0.5724872,0.8681491,0.5330896,1.3985328,1.0937628,1.2733164,0.9791186,1.601708,1.3719084,1.4663689,1.4615703,1.4862558,1.3552998,1.6177798,1.7277479,1.8446999,1.9729953,1.4758545,2.4048485,2.1856153,1.7949422,0.5116373,0.5301167,0.7650041,0.3172792,1.205919,1.2014952,1.1825611,0.3843863,1.2547631,1.2960195,1.2224186,0.2810137,1.335441,1.3835769,1.2477668,1.4488138,1.3941924,1.4954312,1.4645949,1.0767383,1.5472319,0.1357617,0.1314512,0.770684,0.2741403,0.1269859,0.2484816,0.2685123,0.1314088,0.1292063,0.3808786,0.236042,0.1330408,1.1982537,0.2565354,0.1363357,0.1440849,0.1277027,0.278053,0.2516983,0.1366997,0.2454061,0.7987793,0.7642852,0.5118393,0.5621811,0.9217987,1.1623577,0.9073081,1.390608,1.6966507,0.9784205,1.528096,1.3378867,1.4232009,1.5408683,1.5298699,1.203094,1.9297248,1.8423024,1.5122362,2.5044264
4.241368561/282.2424408,1.0550898,0.8498102,0.7478734,0.8845809,1.2615207,0.9020247,1.1703865,1.3357078,1.2678573,1.5242444,1.5413197,1.5110816,1.3438606,1.5885773,2.0890011,1.5012364,2.1124716,2.383603,2.0685967,2.355401,2.6030935,1.9116103,0.902478,0.446816,0.6573442,0.8035325,1.1995102,1.0626358,1.1863642,1.2561117,1.3113348,1.5486184,1.4621895,0.8450465,1.3716844,1.8728191,1.7917965,1.4605208,2.1821007,2.1090094,1.8265757,1.2655414,2.3645656,0.2995012,0.345111,0.517833,0.3644603,0.3842106,0.4646282,0.2561024,0.3705519,0.3462394,0.4501367,0.3289784,0.2808539,1.2337372,0.5193106,0.3131789,0.4001632,0.4313248,0.2637545,0.3258654,0.4265354,0.324574,1.0783132,0.4488095,0.9596438,0.557038,1.5166401,1.1238637,1.4025737,1.4385388,1.6274226,1.4752761,1.7147809,1.9858945,2.0340902,1.8292721,2.1632353,1.7730404,2.1770635,2.9578158,2.4480614,2.358283
2.93877462/421.0525013,1.3953037,1.5947,1.1186822,1.0025854,1.2006583,1.7214182,0.9885793,1.7490792,1.5827564,1.6976011,1.2325589,1.5153094,1.0443675,1.5630056,1.1840371,0.6685087,0.7886016,1.0473114,0.575054,0.5332711,1.0497411,0.6159247,1.4912941,1.2324976,0.8183355,1.3417274,1.9912756,0.6834767,1.4179452,0.6330581,2.0510985,0.9757858,1.3800418,0.5275937,1.8147758,1.2883696,1.591287,2.0074938,1.4351529,1.6274207,2.0642986,2.0171805,1.5871929,0.1423046,0.1377863,0.1420354,0.1360767,0.1331058,0.3292839,0.1169154,0.1377418,0.1354331,0.2340166,0.1149285,0.1394525,0.9152306,0.1359405,0.1429061,0.1510288,0.1338571,0.2914533,0.1434839,0.1432878,0.1383634,1.3294944,1.4873545,1.5588955,1.1613869,1.9264788,1.7542099,1.7418451,1.5643255,1.7944416,1.8034222,1.6793554,1.665611,1.6341334,2.0563777,1.2491429,1.9831441,2.0406826,0.6977776,1.8748627,1.837822
2.381441815/446.1913806,1.2132468,0.9451566,1.7307366,0.866964,1.3953372,1.5224718,1.7245088,0.9679365,1.255935,2.177759,1.4892347,1.0752949,0.7869018,1.453732,1.6187877,1.1742571,1.6963707,1.6117956,0.5047831,1.2156397,1.3875215,0.4646992,1.4787695,2.1648673,1.7770371,2.6371224,2.5681412,4.4412523,2.6534344,2.1830813,3.2520799,2.662673,2.0304934,1.5424796,1.9028552,2.4587723,2.720688,1.3855933,2.3655536,1.9076325,1.8603828,0.6319062,1.6822044,0.4367833,0.339742,0.2640331,0.5778733,0.4881679,0.4804985,0.3860719,0.7789175,0.7839525,0.4493117,0.3486938,0.7671279,1.2346139,0.6872118,0.6663061,0.5761151,0.7436341,0.4982543,0.3037809,0.5616372,0.4996478,1.6615202,0.8589376,1.2976549,0.5910628,2.0233781,1.5730421,2.1139801,1.9316239,2.2849278,1.8078642,1.6348267,1.9096088,2.0042828,1.2908267,0.5366579,1.3414132,1.0378925,2.0846706,1.6184457,0.6378886
4.323544066/145.0647105,0.9684602,0.8426912,0.8380649,0.8240102,1.1867654,1.1116985,1.6243278,0.9591043,1.3211549,1.7453852,1.7202661,1.4541538,1.2097663,1.6485161,2.0201148,1.54907,2.1672381,2.1902851,1.7010566,2.3226474,2.2354879,1.7417503,0.5838188,0.9276543,0.9397175,1.2591967,0.9221572,1.351724,0.5526574,1.2631611,1.7198197,1.815053,1.097678,1.0616483,1.3340287,1.9116377,1.4246982,1.8705491,1.9409479,1.5827782,2.1579983,1.0184415,1.5365864,0.9784905,0.9839648,0.9000295,0.9498311,0.7770998,0.8367297,1.2825775,1.0575457,0.9955013,0.9809409,1.3142942,1.0767735,2.0359844,0.9700856,1.0364643,0.9674856,0.9114767,1.3910177,0.9904646,0.8964842,1.0322709,1.3664658,0.901016,0.74938,0.8141426,1.4007753,1.0325678,1.2313234,1.3267443,1.4871659,1.1667794,1.4808583,0.9931846,1.6362986,1.6041263,1.7692165,1.0674778,1.7977016,1.9273225,1.4793715,1.9685992
6.470655092/387.2133869,0.5275146,0.7205849,0.7336814,0.8783633,1.4872391,1.4641362,1.0192583,1.2501648,1.4639428,1.7068296,1.3647462,1.5323212,1.182005,1.779153,1.6628016,1.6337657,2.0023824,1.7036469,1.6795615,2.0631551,1.8628635,1.5010638,0.7154176,0.7020544,0.921771,1.0891077,1.1390497,0.7144377,0.8845672,1.0881619,1.3325663,1.0584513,1.3253403,0.5591754,1.2650429,0.8089421,1.3862418,1.3954129,1.1917449,1.5369436,1.3550715,1.1801307,1.5759682,0.9886306,0.7774386,1.0870941,0.5227556,0.7707748,0.9513148,0.8967293,0.7989166,0.8643925,0.8830399,1.0041257,0.780373,0.770901,1.0692611,0.8260024,0.8963934,1.05684,0.3131507,0.864384,0.8872373,1.1254369,1.4505939,0.8844197,0.811344,0.5627674,1.4822212,1.8240025,1.5114896,1.518886,2.0200175,1.6653611,1.6847969,2.0202203,1.9577296,1.7157983,2.3200231,1.8249955,1.9074489,2.495076,2.0213425,1.8200537
2.058790715/223.1450709,1.8611406,1.1431566,1.0319177,0.8553881,1.5812473,1.6580299,1.2666197,1.1166151,1.3421789,1.713681,1.5945446,1.2210849,1.2737054,1.3921417,2.0734082,1.2713249,1.1397442,1.7672694,1.9366179,1.7168451,1.7287095,1.2077575,0.7909891,0.9874277,1.2419324,1.920409,1.41123,0.859311,1.5787414,1.3839561,1.6961378,1.2340179,1.1536207,1.1370653,0.8187359,1.3321274,1.151635,1.6023856,0.9205901,1.4130016,1.484607,1.0900993,1.5470261,2.0428154,1.2620488,1.1346715,1.3252836,1.2956216,1.1010622,1.5617917,1.721039,1.2245727,1.071097,1.5351931,1.6805316,0.8109618,1.075112,1.4919391,0.6858873,0.8672937,1.3993512,0.9434286,1.1419984,1.3274917,2.2325583,1.169352,1.2223249,0.9105312,1.7960625,1.3734877,1.6681719,1.3011124,0.9191932,1.3208507,1.1075812,1.4770966,1.8037338,1.1763815,1.0802586,1.5765538,0.9885407,1.4962783,2.208823,1.4865751
4.588418102/290.2108988,1.0002909,0.4112136,0.8033071,0.8014556,1.6037351,1.2680699,1.1893144,1.1322504,1.3683226,1.7887775,1.1458288,1.2670081,0.9781908,1.224827,0.9240106,1.3647746,1.7103573,1.2496524,1.7099116,1.602925,1.3281014,1.793909,0.4748018,0.5636208,1.2591836,1.5980403,0.8340409,1.7728863,1.7738009,1.6587926,1.5809793,1.6975619,1.7378518,1.7503455,1.04238,1.7043705,2.5368181,1.4552471,1.8467741,2.4037715,0.9404812,1.0718723,2.7448158,0.274527,0.2597602,0.4984817,0.2995534,0.2465882,0.4834167,0.2415931,0.3499445,0.2604863,0.5292219,0.2368388,0.3769039,1.0636384,0.557742,0.3940528,0.3447576,0.3252533,0.2287418,0.3727244,0.3249306,0.3167514,1.4112071,0.5553153,0.9411404,0.6051371,1.6845042,1.5729348,1.363341,1.5638533,1.6699878,1.3697739,1.547715,1.6598204,1.826015,1.5082519,1.8639022,1.4476266,1.5971061,2.0428628,1.8675577,1.6316066
4.222443464/496.1907556,0.281678,0.4046333,0.4959006,0.2787094,0.9709279,1.0479527,0.7630707,0.6624051,1.1370275,1.5257803,1.1559413,1.0781819,0.8812684,1.5911853,1.5086905,1.3587245,2.0611429,1.8565565,1.578427,2.4280254,1.9011337,1.60051,0.5585185,0.5166912,0.1306109,0.5104227,1.026095,0.5770589,0.4357641,0.202802,1.3539712,1.1240323,0.7585624,0.297361,1.5007889,1.2621536,1.082728,1.4897363,1.5603643,1.2700129,1.9436205,0.7034253,1.5425302,0.1436594,0.1390981,0.1433877,0.1373722,0.134373,0.13705,0.1180285,0.1390532,0.1367225,0.1326139,0.1160227,0.1407802,1.3829543,0.1372347,0.1442667,0.1524667,0.1351315,0.2942281,0.1448499,0.1446519,0.1396807,0.3083309,0.3977639,0.1335524,0.2564013,0.7719507,0.7607654,0.1335864,0.6881927,0.710362,0.5303749,0.9192888,1.0573225,0.3711836,1.1561624,1.3269128,0.5676089,1.2419475,1.300563,1.0464329,1.4517413
2.18707191/194.0801947,1.2861912,1.5131526,1.5369378,1.3919699,1.7876062,1.4774123,1.6536679,1.6204476,1.7762381,1.7135011,1.7046207,1.706129,1.5569832,1.4190295,1.9591743,1.493705,1.9442549,1.9760059,1.537358,1.7702607,1.5094641,1.6036387,2.112008,1.5850536,1.4455792,1.6788713,2.4632162,1.3879831,1.6126534,1.5406162,2.124158,1.9492937,1.9298976,1.5862027,1.913423,1.9933505,1.5744815,2.1596706,1.8864689,1.4977391,2.4433748,1.205047,1.4083248,0.9854954,0.9404272,1.0706005,1.2759365,1.4883971,0.9578699,1.1521474,1.5094719,1.8639742,0.8276397,1.2725485,1.0221872,2.5009089,1.5679013,1.7042377,2.205247,1.5809604,1.8725118,1.6777273,1.5789632,1.2983922,1.5847901,0.9908072,1.6797866,1.4762186,1.912663,1.5704485,1.8330291,1.471996,1.6250604,1.8648987,1.6296362,0.7769696,1.8188188,1.2409585,1.3709219,1.5005871,1.5396052,1.2421706,2.0623842,1.393393
2.049218361/230.1283455,0.9332836,1.0950938,0.9711268,0.8349182,1.0152027,1.2985484,1.0443202,1.0841496,0.9184434,1.7233008,1.322411,1.2148778,0.5084251,1.5838992,1.3401344,1.4645267,1.6928041,1.3290746,1.2521842,1.7733907,2.0792453,1.4770584,0.9345189,0.8730412,0.7359933,0.9159845,1.1771115,0.7056754,1.0735994,0.269811,1.4036238,1.3724644,1.0339472,0.2313564,1.3805516,1.3710912,1.3988642,1.8883774,1.0589248,1.3193062,1.4424562,0.6863875,1.4074086,0.278586,0.1082228,0.2806245,0.2859324,0.2781602,0.3108744,0.3793587,0.3619942,0.5274865,0.4367272,0.4504795,0.3708687,1.4655354,0.4386592,0.6025857,0.5357099,0.6258403,0.2289188,0.6634752,0.8262608,0.5924672,0.7268086,0.5266571,0.3206632,0.4653806,0.8510231,1.0337565,0.570345,0.963366,1.2076593,0.9293237,1.1018937,1.2784081,0.9678931,0.8899709,1.066167,0.6444411,1.2836298,1.704529,0.9757066,1.1849267
3.449944899/285.2167781,0.6243737,1.0784416,1.4832068,0.7466813,0.9712161,1.2239528,2.0108482,1.0423929,0.9874376,1.3328207,1.9514879,1.1926032,0.822085,1.2850436,1.905744,1.1684621,2.0513987,1.4385804,1.3540676,2.4574982,2.4225786,1.2703731,0.9538532,1.2144073,0.9949135,0.7954524,1.2082665,1.6872639,1.0499271,0.3828925,1.3507135,1.5724356,0.9980722,0.4764374,1.8464277,1.6913517,1.1242388,1.7026797,1.6071215,0.9503668,1.9767146,0.8754586,1.698831,1.6517138,1.3150157,1.2052363,1.6066224,1.7660504,1.0396775,0.9490744,1.7507883,2.3127683,1.3445339,0.9198757,1.7416061,2.1694152,1.706611,1.7015475,2.2358636,1.535143,0.2756867,1.9710611,2.2324197,1.6943019,1.3588535,0.653343,1.7868524,0.9127794,1.7526933,1.3122423,2.4780602,1.266268,1.4870935,2.2082246,1.3164511,1.5401292,2.646341,1.0172774,1.1823548,1.8216511,1.2220352,1.6120995,2.3708188,1.2434296
5.066855139/327.1794139,0.8507326,0.9930232,1.100762,0.7948953,1.1492148,1.8368665,0.6301274,1.5801268,1.2789733,1.4625891,1.2533218,1.9551295,0.8829333,1.1147439,1.3713872,1.9331624,1.5495775,2.2044271,2.1376937,1.6870912,2.6585665,2.1631855,1.1189692,1.0451439,0.749791,0.8774436,1.2263742,0.8502467,1.0537831,1.0257445,1.2723184,0.9483067,0.999112,0.8248757,1.9748246,2.4005728,2.0427497,2.1176596,2.2493301,2.2871095,2.2963564,0.7427986,2.4680144,0.695183,0.4663984,0.7239023,0.5513259,0.5618604,0.6799055,0.7005971,0.651934,0.5557999,0.6483147,0.6347923,0.5758208,0.944791,0.4565165,0.5988564,0.4797056,0.5830599,0.7531678,0.5478586,0.5439963,0.7983168,0.8532991,1.1406276,0.8117656,1.0910376,1.076862,2.1649321,0.9080096,2.0019111,2.4366168,0.7601818,2.331928,1.7724307,0.811796,2.4150987,1.4580828,1.0267344,1.1290246,1.8533435,1.0192332,2.506655
2.148877533/156.0653786,1.1634923,1.442021,1.6061149,1.1477603,1.5249698,1.6007431,1.4826454,1.5188155,1.5169781,1.6031472,0.890981,1.4742244,1.2218201,1.3153423,1.1851532,1.6269187,1.5404881,1.1140232,1.5115225,1.4357432,1.378564,1.593444,2.288824,1.8111559,1.7200492,2.1441327,2.333187,2.7322517,2.27679,2.0500277,2.108428,1.6241638,1.9953992,1.8989367,1.9386122,1.8705863,2.1357712,1.6466783,1.7060401,2.0865018,1.7138074,1.1116391,1.6229409,0.9906395,1.2654155,0.4958088,1.1382913,1.4284322,0.5983231,0.6713927,1.4099621,1.0741329,1.0106914,0.7132858,1.055801,1.7797139,1.0397174,1.2187618,1.3482393,1.451644,0.594608,1.106121,1.1704902,1.7106036,1.5886876,1.1596611,1.0644486,0.8190188,1.8976494,1.8312279,2.2519174,1.9568288,1.5572667,1.7699128,1.667598,1.7205965,1.9582162,1.5666445,0.9134208,1.6493394,1.4347908,1.8056403,1.9644586,0.9771447
8.486826195/219.2102112,0.6052691,1.649608,1.2500992,0.8215902,1.9847453,1.5908043,1.7190698,2.0855812,1.9840042,2.1307012,2.2102746,2.5708569,2.0052431,2.2367848,2.6720399,2.7380819,2.8788223,3.1821799,3.3097679,3.0177651,3.4526597,3.6667861,1.7051738,1.2170129,1.4764189,1.792117,1.3651852,1.3883908,1.3502227,1.0098467,1.4324188,1.4814678,1.7193376,0.6583941,1.3755099,1.4403462,1.8430593,1.3651323,1.4092708,2.3739459,1.5942521,1.7643867,2.3757846,1.6778999,0.7124195,1.0997189,1.3327135,0.9367041,1.1900782,0.7185839,0.9694922,1.0531462,1.0016371,1.2506465,1.1566948,0.9618435,1.1884057,1.5078611,1.1355469,0.8070382,1.5686048,1.5718489,1.3218525,0.6909882,1.1232243,1.3604244,1.1386657,1.9297013,1.6677601,1.8078461,1.8398047,2.1812665,2.1828943,2.2641227,2.8243141,2.1966221,2.908556,3.033065,2.6366187,2.6366793,3.2315739,3.0364763,3.3073156,3.2868918
4.883580757/304.1900754,0.8104061,0.727518,0.9443182,0.6892047,1.2123203,1.0689045,1.0940756,0.9624868,1.0957438,1.2837084,1.2613256,0.8732817,0.8761949,1.1981471,1.4171383,0.9080095,1.4338944,1.4270196,0.9293216,1.4837039,1.4845303,0.6234285,0.829419,0.7317643,0.8461452,0.7146934,1.168333,1.2280852,1.1827242,0.952489,1.303364,1.4202503,1.2721643,0.6654831,1.3301959,1.3820997,1.3968081,1.3738526,1.3699228,1.5431751,1.4155718,0.9505101,1.6128387,0.3323321,0.4242864,0.4282297,0.268416,0.2424324,0.3045443,0.3972075,0.1316786,0.3077711,0.2830455,0.1098695,0.133314,0.9609419,0.1299566,0.1366156,0.1443807,0.3191991,0.278624,0.2827711,0.2997495,0.384143,0.9702933,0.8850944,1.0274115,0.8267866,1.0936656,1.6030963,0.842795,1.0590764,1.6984875,1.035332,1.1576204,1.8412233,1.1520063,1.1641226,1.7676729,0.931576,1.2264437,2.2462865,1.279013,1.2386194
0.457708817/153.052973,1.6559086,1.9710404,1.21175,1.2677425,0.9957003,1.1811567,0.8165333,1.1420513,1.5315852,1.3025046,1.0488536,1.023081,1.3352211,1.2866117,0.7112719,0.6349799,0.8378639,1.2825372,1.1109552,0.9891579,1.0209238,1.5521664,0.9134121,0.9939902,1.2986711,1.2766875,1.1390038,1.0013189,0.9068777,1.3961,1.7608283,0.9269068,1.0626305,1.6699605,1.0563183,0.7603602,1.2890957,1.8672291,1.7710322,1.7736726,1.2560354,1.8425197,0.7408077,0.9968591,1.0388039,1.819109,0.9900566,0.7773724,1.2630326,0.7084965,1.1463258,0.8720252,1.177637,1.3687255,1.0959445,0.9676979,1.3322958,1.077071,1.6608483,0.9323697,1.1383316,0.7978968,1.6634961,1.0983229,1.2067788,1.7787678,1.1389463,1.519986,1.1388224,1.408785,1.4202446,1.4157082,1.8383355,1.3378652,0.9272363,1.4813202,1.5815429,1.6064161,1.7246599,1.6958244,1.6222246,1.264402,1.433095,1.6416103
2.811649188/401.2749885,0.3021308,0.292109,0.301636,0.466135,0.4240896,0.4552421,0.7792172,0.851271,0.3750199,0.7197793,0.7943598,1.0799089,0.4538512,0.8597668,1.1283129,1.3151583,1.4609433,1.486317,0.9759067,1.9042945,1.5977976,1.8290958,0.3064634,0.2858396,0.267654,0.3937292,0.5686641,1.0951606,0.8633909,0.177409,1.1175599,1.3943044,1.3908454,0.444813,1.1011686,1.5943613,1.7209892,1.3974592,1.8351318,1.9703318,1.2599069,0.4599778,2.3847696,0.6263783,0.4304984,0.4267176,1.0954436,1.057651,1.0895201,1.2117539,1.1498451,1.304194,1.181984,1.081155,1.226292,0.584305,1.3294918,1.2319189,0.8513824,1.4300472,1.4056055,0.8722706,1.3519268,1.5182975,0.6608795,0.4907118,0.5838175,0.4120154,0.3683821,1.0386585,1.382854,1.1903356,0.8654185,1.535926,1.282433,1.2692613,1.8138988,1.2610269,1.6041417,1.7573323,1.7521673,2.2530645,2.5121411,1.9181503
2.286635615/270.0104091,0.7930201,1.1870245,0.5128794,0.6574566,0.6314977,1.0750985,0.6081665,0.965162,0.7058918,1.1351984,0.7561726,0.6574537,0.8967466,1.389779,0.808573,0.8929055,1.2548003,1.127128,0.9504687,1.5204217,1.4295208,1.2507415,0.3194654,0.413923,0.5846588,0.8586945,0.688516,0.3727277,0.9164477,1.0230166,0.8000926,1.2869814,1.0789441,0.9998662,1.5467419,1.3450625,1.0831646,1.3905591,1.3184244,1.2866407,1.2074004,1.1543813,1.0929322,0.1495524,0.144804,0.1492696,0.1430073,0.1398851,0.1426719,0.1228701,0.1447572,0.142331,0.1380538,0.120782,0.1465551,1.1751835,0.1428642,0.2768256,0.158721,0.1406747,0.3062976,0.1507918,0.1505857,0.1454105,0.3265897,1.012236,0.1390308,0.6511658,0.442268,1.167546,0.2513183,0.8727888,1.0958408,0.2972117,1.0439003,1.2137394,0.1923102,1.2188146,1.6163452,0.7529329,1.205254,1.3521193,0.5347064,1.0871237
2.285073761/184.1330298,1.1020313,0.7680511,0.606184,0.7299778,1.2234655,1.0661731,0.7371792,1.168302,1.2401263,1.3064046,0.803738,1.4173166,1.1583982,1.3620664,0.9336322,1.5367601,1.3680508,0.8618268,1.6430789,1.464445,0.9478816,1.414886,0.8019884,0.6833738,0.4858706,1.3038341,1.3598118,1.2098236,1.8460307,1.4636703,2.1988662,0.8713959,1.9558057,1.5899145,1.7028434,1.4261619,1.9735416,1.4780725,1.2570382,1.8394323,2.0714151,1.3306679,2.1663048,0.5850224,0.4915642,0.54777,0.7138083,0.6049653,0.7571788,0.6578155,0.6496023,0.624187,0.8468749,0.77066,0.6520978,1.758093,0.6323781,0.9938336,0.7912111,0.7898385,0.7615351,0.8990642,0.6874145,1.0394843,1.6857466,0.5479976,0.7945818,0.5669997,3.3870269,0.7806144,1.7343242,0.7833863,0.6578957,2.0559704,1.2142006,0.9868814,1.9420093,1.4757843,0.7308893,1.5526929,1.4362743,0.8180879,1.7037781,1.3936432
4.534942737/305.1853109,1.0044093,1.2494547,0.9281571,0.3847305,1.4094443,1.1256324,0.8454475,0.4571363,1.1290428,1.2479373,0.9966495,0.6156203,0.7108781,1.1504631,1.1417585,0.7854016,1.3205427,1.2055745,0.782356,1.2973383,1.2342391,0.7680702,1.1262454,0.7493272,0.4439789,1.1144492,1.2366388,1.0766548,0.7882427,1.1273952,1.6437541,1.2994233,0.6907619,0.92628,1.4699869,1.2851893,0.9702129,1.4774108,1.2918998,1.0588603,1.6469349,0.6660568,1.1655484,0.1597904,0.1547169,0.1594882,0.3211928,0.1494613,0.1524389,0.1312815,0.1546669,0.1520746,0.1475046,0.2414671,0.1565879,0.8674699,0.1526443,0.1604659,0.1695866,0.1503049,0.3272659,0.1611146,0.1608944,0.1553649,1.1868941,1.5024021,0.491927,0.4578179,1.1507652,1.4196628,0.5161184,0.6470909,1.3945857,0.7094506,0.7334365,1.4364735,0.6808482,0.7964687,1.2365863,0.6416087,0.8877122,1.5396309,0.9028838,0.9033308
2.218010182/274.1868566,0.9746845,0.8565563,1.1272116,0.8641312,0.9706411,1.0598072,1.3569543,1.5283045,1.0032027,1.6987467,1.28574,1.253999,0.8946916,1.2528441,1.6370676,1.8863827,1.5326569,1.517621,1.6141221,1.7400767,1.6052926,1.8156708,0.6037258,0.999348,0.8205059,0.7659847,0.9838135,1.160385,1.1518419,0.73496,1.3324189,1.4372569,1.365258,0.5456941,1.1968782,1.4196441,1.4231243,1.3711768,1.5590787,2.136145,1.4467003,0.7825219,1.7469727,0.444941,0.4885367,0.5725207,0.9323913,1.0426391,1.0329289,0.6393993,0.9397897,0.8241529,0.9863068,1.0401548,0.953777,1.8401702,1.0151657,0.9817395,1.150159,1.2176773,1.3263801,1.0222692,1.1443207,1.3337479,0.8249732,1.1073779,0.8692442,0.6684198,0.7361985,1.2115001,1.5381009,1.2890259,1.3944324,1.2982795,1.544096,1.834249,1.5953661,1.5645043,2.2738306,1.4535299,1.6182339,2.4044266,1.8927371,1.7793282
5.313795891/273.1474443,1.0919209,0.9722622,1.2580333,0.961505,1.6223211,1.6560929,1.4091165,1.5902066,1.4418729,1.8065199,1.7447825,1.3126071,0.6253809,1.7178197,1.8959387,1.3464828,1.9592351,1.9880634,1.4524285,1.9135791,2.065134,1.8583784,1.1189999,1.2463775,0.8189131,1.3521427,1.5655406,1.3840427,1.3930113,1.0140709,1.159646,1.5414163,1.0811669,0.9741246,1.6211855,1.5276373,1.239163,1.4161839,1.4972882,1.3321484,1.7827555,0.9179507,1.4683782,1.1794572,1.1399249,1.2298261,1.2317372,0.8568952,1.2347538,0.707626,1.3294962,1.2010231,1.1970082,0.9466346,1.225481,1.6423654,1.2826864,1.0925155,0.8424896,1.3072198,0.9801954,1.3271012,0.9645657,1.5423101,1.603265,0.7962505,1.4397352,1.2002513,1.5731231,1.803625,1.6273634,1.3631996,1.8301818,1.6343705,1.7968169,1.7975014,0.9737687,1.7736031,1.8827326,1.5957671,1.7647454,2.1266401,1.8323781,1.8357282
3.24291697/184.0287292,0.5215911,0.5298316,0.7888253,0.3697968,1.5056075,1.1918658,1.4818512,1.3072845,1.5957956,2.0139158,2.0420012,2.0168714,1.4899547,1.6036447,2.5618179,2.1668518,2.3689323,2.5235438,2.6531092,2.3343678,2.8574184,2.5910295,0.3888232,0.3301236,0.4734604,1.2252277,1.2271065,1.3388032,1.2548811,1.1665854,1.2908441,2.0500209,1.5130679,1.1423976,1.4851581,1.95498,1.9738747,1.51009,2.2768544,2.1129988,1.9902578,1.0360646,2.1135974,0.3009312,0.2710697,0.2519938,0.1206799,0.2524743,0.3331733,0.1036867,0.2419993,0.1201092,0.3805117,0.1019246,0.2612431,1.4825131,0.1205591,0.1267366,0.1339402,0.1187115,0.4708591,0.127249,0.127075,0.1227078,0.3227506,0.2933775,0.1173242,0.2208526,0.8616238,1.4382199,1.0734493,1.9315985,1.8917696,1.0846735,2.3438508,1.950474,1.7061412,1.793049,1.3188317,1.3022409,2.2903777,2.7262212,1.9619844,2.4880963
